rank,total_error_pct,d1_отн,c_а1_отн,с_а_отн,Hт_ср_отн,H_т1,π_к_полн,η_к_полн,err_π_к_pct,err_η_к_pct
53,7.418981333934157,0.55,0.55,0.45,0.25,0.21,18.003985623786903,0.8268957074289544,1.0770020671049239,6.3419792668292345
54,7.440929563864823,0.35,0.45,0.4,0.3,0.18,18.064348146288904,0.8237737222121729,0.7453398555554713,6.695589708309352
55,7.451247776233911,0.55,0.45,0.4,0.3,0.22,18.337938846334502,0.8237935667262186,0.7579057490906761,6.693342027143236
56,7.463428135845178,0.6,0.5,0.35,0.3,0.21,18.120625791713238,0.8208450368909435,0.4361220235536356,7.027306112291543
57,7.482455778367368,0.45,0.4,0.6,0.25,0.23,18.25102715569442,0.8193019187269738,0.28036898733198024,7.202086791035388
58,7.51341797675959,0.5,0.5,0.55,0.25,0.25,18.387340563824097,0.8256411677165194,1.0293437572752608,6.484074219484329
59,7.520964275035551,0.55,0.5,0.55,0.25,0.25,18.006066147226548,0.8258943850612949,1.065570619634348,6.455393655401203
60,7.535756315753209,0.35,0.55,0.45,0.25,0.21,18.41699794065326,0.826882634751675,1.1922963772157207,6.343459938537488
61,7.563512978034373,0.5,0.55,0.45,0.25,0.2,18.416299737488636,0.8266037043505996,1.18846009609141,6.375052881942962
62,7.569657313717179,0.5,0.6,0.4,0.25,0.19,18.19572775634052,0.8162639296054042,0.02347386626087169,7.546183447456308
63,7.570297458738056,0.6,0.5,0.55,0.25,0.22,18.000452829814513,0.8257311321250252,1.0964130229971762,6.473884435740879
64,7.574211424056138,0.45,0.45,0.4,0.3,0.15,18.03669086397713,0.8239386566012128,0.8973029451805911,6.676908478875547
65,7.578274343136042,0.55,0.45,0.6,0.25,0.16,18.055308371147806,0.8229996438462331,0.795008949737326,6.7832653933987155
66,7.590205363159125,0.6,0.55,0.45,0.25,0.19,17.97589076766285,0.8267468817037933,1.2313694084458735,6.358835954713252
67,7.606496411287278,0.35,0.4,0.6,0.25,0.22,18.276549463739997,0.819444874489677,0.4206014491208654,7.1858949621664125
68,7.633015398847685,0.55,0.5,0.55,0.25,0.17,18.40556959250375,0.8254695525610247,1.1295032555151086,6.503512143332577
69,7.638652660095933,0.55,0.6,0.4,0.25,0.15,18.212784387660875,0.8160677048166144,0.07024388824657006,7.568408771849364
70,7.649963297283991,0.5,0.5,0.5,0.25,0.17,18.526615150897815,0.8311918834892369,1.7945887411967885,5.855374556087202
71,7.662060508546949,0.35,0.45,0.4,0.3,0.19,18.023216229561285,0.8238167064923418,0.9713393980149125,6.690721110532036
72,7.667626476091688,0.6,0.6,0.4,0.25,0.17,18.185211072854656,0.8159091392893251,0.0812578414579284,7.58636863463376
73,7.671743392744915,0.55,0.55,0.45,0.25,0.22,17.956903011390974,0.826948094610052,1.3356977396100291,6.336045653134885
